2.660000e+01;1.017582e+06
2.714761e+01;9.769431e+05
2.770650e+01;9.379275e+05
2.827689e+01;9.004702e+05
2.885902e+01;8.645087e+05
2.945314e+01;8.299834e+05
3.005949e+01;7.968369e+05
3.067832e+01;7.650141e+05
3.130989e+01;7.344623e+05
3.195446e+01;7.051305e+05
3.261230e+01;6.769702e+05
3.328369e+01;6.499345e+05
3.396890e+01;6.239785e+05
3.466821e+01;5.990591e+05
3.538192e+01;5.751349e+05
3.611032e+01;5.521661e+05
3.685372e+01;5.301146e+05
3.761243e+01;5.089438e+05
3.838675e+01;4.886184e+05
3.917701e+01;4.691048e+05
3.998355e+01;4.503704e+05
4.080668e+01;4.323843e+05
4.164676e+01;4.151165e+05
4.250414e+01;3.985382e+05
4.337917e+01;3.826221e+05
4.427221e+01;3.673415e+05
4.518364e+01;3.526713e+05
4.611383e+01;3.385869e+05
4.706317e+01;3.250650e+05
4.803205e+01;3.120831e+05
4.902088e+01;2.996196e+05
5.003007e+01;2.876539e+05
5.106003e+01;2.761660e+05
5.211120e+01;2.651370e+05
5.318401e+01;2.545484e+05
5.427890e+01;2.443827e+05
5.539634e+01;2.346229e+05
5.653677e+01;2.252529e+05
5.770069e+01;2.162572e+05
5.888857e+01;2.076206e+05
6.010090e+01;1.993290e+05
6.133819e+01;1.913686e+05
6.260095e+01;1.837260e+05
6.388971e+01;1.763887e+05
6.520500e+01;1.693443e+05
6.654737e+01;1.625813e+05
6.791737e+01;1.560884e+05
6.931558e+01;1.498548e+05
7.074257e+01;1.438702e+05
7.219894e+01;1.381245e+05
7.368529e+01;1.326084e+05
7.520224e+01;1.273125e+05
7.675042e+01;1.222281e+05
7.833047e+01;1.173467e+05
7.994306e+01;1.126603e+05
8.158883e+01;1.081611e+05
8.326849e+01;1.038415e+05
8.498273e+01;9.969448e+04
8.673226e+01;9.571305e+04
8.851781e+01;9.189062e+04
9.034012e+01;8.822084e+04
9.219994e+01;8.469763e+04
9.409805e+01;8.131511e+04
9.603523e+01;7.806769e+04
9.801230e+01;7.494995e+04
1.000301e+02;7.195672e+04
1.020894e+02;6.908304e+04
1.041911e+02;6.632411e+04
1.063360e+02;6.367537e+04
1.085252e+02;6.113241e+04
1.107594e+02;5.869100e+04
1.130396e+02;5.634710e+04
1.153667e+02;5.409680e+04
1.177417e+02;5.193638e+04
1.201657e+02;4.986223e+04
1.226395e+02;4.787091e+04
1.251643e+02;4.595912e+04
1.277410e+02;4.412369e+04
1.303708e+02;4.236155e+04
1.330547e+02;4.066978e+04
1.357939e+02;3.904558e+04
1.385895e+02;3.748624e+04
1.414426e+02;3.598918e+04
1.443545e+02;3.455190e+04
1.473263e+02;3.317203e+04
1.503593e+02;3.184726e+04
1.534547e+02;3.057539e+04
1.566139e+02;2.935433e+04
1.598381e+02;2.818202e+04
1.631286e+02;2.705653e+04
1.664869e+02;2.597600e+04
1.699144e+02;2.493861e+04
1.734124e+02;2.394265e+04
1.769824e+02;2.298647e+04
1.806259e+02;2.206848e+04
1.843444e+02;2.118714e+04
1.881395e+02;2.034100e+04
1.920127e+02;1.952866e+04
1.959657e+02;1.874876e+04
2.000000e+02;1.800000e+04
